uri,cnter
http://dbpedia.org/ontology/genre,657
http://dbpedia.org/ontology/country,3
http://dbpedia.org/ontology/influencedBy,294
http://dbpedia.org/ontology/nationality,513
http://dbpedia.org/ontology/soundRecording,1
http://dbpedia.org/ontology/birthPlace,1098
http://dbpedia.org/ontology/influenced,92
http://dbpedia.org/ontology/spouse,89
http://dbpedia.org/ontology/thumbnail,716
http://dbpedia.org/ontology/deathPlace,118
