Column1,Column2
http://dbpedia.org/resource/Meadow_Court,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Proclamation_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Proclamation_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Alkaased,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Admetus_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Alycidon,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Kotashaan,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Bel_Bolide,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Pope_Joan_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Miswaki,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Kingsbarns_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Ack_Ack_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Ack_Ack_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Katchit,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Les_Arcs_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Waxy_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Celtic_Arms,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Devon_Ditty,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Devon_Ditty,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Summer_Bird,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Kilijaro,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Simply_Perfect,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Marske_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Dr_Devious,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Animal_Kingdom_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Saltram_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Noverre,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Round_Pond_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Honor_Glide,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Marienbard,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/It's_In_The_Air,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Leading_Light,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Court_Masterpiece,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Court_Masterpiece,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Crucifix_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Doyen_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Mount_Nelson_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Kentucky_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/King_James_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Balanchine_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Balanchine_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/At_Talaq,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Star_of_Cozzene,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Roseate_Tern_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Roseate_Tern_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Queen_Mab_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Oxbow_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Enstone_Spark,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Hindoo_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Banks_Hill,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Condessa,http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Frozen_Fire,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Listen_(horse),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Royal_Charger,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Papineau_(horse),http://dbpedia.org/ontology/trainer
http://dbpedia.org/resource/Papineau_(horse),http://dbpedia.org/ontology/owner
