subject,property,current_or_latest,start_time 
Jerry_Krall,position,,
John_Taylor_(bishop_of_Glasgow_and_Galloway),country,,
Tony_Crocker,position,,
Lady_Ann_Cunningham,country,,
Sergei_Udod,position,,
Moses_Kotane,party,,
Krystian_Bielik,position,,
Tony_Ribeiro,position,,
Muhammad_Ali_Jinnah,spouse,Rattanbai Petit,1918
Roberto_Aguirre,position,,
Yunus-bek_Yevkurov,country,,
Rob_Taylor_(footballer),position,,
encode-err,encode-err,encode-err,encode-err
Hsu_Hsin-ying,party,Minkuotang,2015
Nadezhda_Radzevich,nationality,,
Edward_H._Tarrant,country,,
Alexandre_Orloff,nationality,,
Gilbert_Moses,spouse,,
encode-err,encode-err,encode-err,encode-err
Pauline_Bremer,position,,
Kevin_Tiggs,position,,
Johnny_Duncan_(footballer),position,,
Eugenio_Klein,position,,
Mary_Brian,spouse,,
Oumar_Niasse,position,,
Claude_Jodoin,party,,
Lynn_Farleigh,spouse,,
Martin_Baran,position,,
Allan_Forrest,spouse,,
Shannon_MacMillan,position,,
Peverell_Marley,spouse,,
Ahmed_Keshkesh,position,,
John_Henry_Baker,party,Louisiana Elections Commissioner,1979
Tarmo_Kink,position,,
Dmytro_Topchiyev,position,,
William_Shakespeare_(American_football),position,,
Prince_Max_Emanuel_of_Thurn_and_Taxis_(b._1935),spouse,Princess Christa of Thurn and Taxis,1973
Ruslan_Bolov,position,,
Eric_Leckner,position,,
Joan_Collins,spouse,,
Arthur_Upton_Fanshawe,nationality,,
Stephanie_Gandy,position,,
Diana_Hart,nationality,,
George_Nuttall,nationality,,
Malik_Buari,position,,
Sonny_Cabatu,position,,
Peter_Svet,nationality,,
Lorenzen_Wright,position,,
Walter_Eckhardt,party,Christian Social Union of Bavaria,1956
Cyrus_G._Luce,party,,
Nadia_Valavani,party,Popular Unity (Greece),2015
L.D._%22Buddy%22_Napper,party,,
Taylor_Webster,party,,
Jerzy_Sebastian_Lubomirski,spouse,,
Luis_de_Velasco_Rami,party,"Union, Progress and Democracy",2008
Franz-Ludwig_Schenk_Graf_von_Stauffenberg,party,,
Donald_Ray_Kennard,party,Republican Party (United States),1995
Rasmus_Ingemann,position,,
Godfrey_Kneller,nationality,,
Vyacheslav_Khruslov,position,,
Colin_Fraser_Steyn,party,,
Peter_Harris_(buccaneer),nationality,,
B._J._Sams_(American_football),position,,
Robert_Mackay_(priest),country,,
Alexander_Vesnin,nationality,,
Willy_Scheepers,position,,
Neil_Ashton,position,,
Horst_Riege,position,,
Gregor_Duncan_(bishop),country,,
Philip_Down,nationality,,
George_Brisbane_Scott_Douglas,country,,
Abraham_Shepherd,party,,
Dick_O'Neal,position,,
Abdullah_Karmil,position,,
Dick_Modzelewski,position,,
John_Rarick,party,Before 1976,1976
Orunamamu,nationality,,
Robert_Tedeyev,position,,
Vasili_Fiyev,position,,
Irving_W._Drew,party,,
Mel_Charles,position,,
Dorothea_of_Brandenburg,spouse,,
Muhammad_Jamiruddin_Sircar,nationality,Bangladeshi,1971
Jigme_Thinley,party,Before 2007,2007
Geoff_Sutcliffe,nationality,,
Janusz_Lewandowski,party,Civic Platform,2001
Ashlee_Simpson,spouse,,
Aivars_Aksenoks,party,,
Tom_Baring,nationality,,
Frederick_Casimir_Kettler,spouse,,
Lorenzo_Staelens,position,,
David_Feazell,position,,
Ramiro_Borja,position,,
Hans_van_den_Broek,party,Christian Democratic Appeal,1980
Eddie_Royal,position,,
Abousfian_Abdelrazik,nationality,,
David_McNarry,party,UK Independence Party,2012
Jack_Underwood,position,,
Wilhelm_Pieck,party,Socialist Unity Party of Germany,1946
Alfredo_Rocco,party,National Fascist Party,1923
James_Vivian,nationality,,
Levan_of_Kartli,spouse,,
Jahsha_Bluntt,position,,
Itay_Segev,position,,
Efva_Attling,spouse,,
Bob_Mortimer_(footballer),position,,
Neal_Dow,party,,
Zhang_Chi_(footballer),position,,
Richard_Orchard,party,Nationalist Party of Australia,1917
Tristam_Burges,party,,
Archibald_George_Blomefield_Russell,nationality,,
Hadin_Azman,position,,
Peter_Hall_(director),spouse,,
William_Collins_(publisher),country,,
Richard_Layton_Butler,party,Liberal and Country League,1932
Jim_Palmer_(basketball),position,,
Albert_Galiton_Watkins,party,,
Vladimir_Sergeyevich_Vavilov,position,,
Song_Han-bok,position,,
Magda_Goebbels,spouse,Joseph Goebbels,1931
Jennifer_Don,country,,
Shirley_McLoughlin,party,,
Loz_Kaye,party,Pirate Party UK,2010
Stephen_Blackmore,nationality,,
Ya'akov_Zerubavel,party,,
Richard_Melzer,position,,
Ko_Chun-hsiung,party,,
Hub_Reed,position,,
Everard_Bartlett,position,,
Jo_Vallentine,party,Greens WA,1990
Luke_Somers,nationality,,
Mark_Alexander_Boyd,country,,
Evan_Cooper,position,,
Oshor_Williams,position,,
William_Yates_(politician),party,,
John_Lynch_(Australian_politician),party,Nationalist Party of Australia,1917
Ken_Skupski,country,,
Igor_Kriushenko,position,,
Albert_King_(basketball),position,,
Miguel_Arraes,party,Brazilian Socialist Party,1990
Simon_Preston_of_Craigmillar,country,,
Song_Jiaoren,party,,
Amjad_Iqbal,position,,
Mike_Sebastian,position,,
Tut_Imlay,position,,
Woodrow_Wilson,spouse,,
John_Earle_(Australian_politician),party,Independent,1928
Aleksandr_Makhovikov,position,,
Marin_Raykov,party,Independent,2013
Trezza_Azzopardi,country,,
Roberto_Dutesco,nationality,,
Samuel_Boulanger,party,Independent,1965
Bakin_Pertin,party,,
Larry_Taylor_(gridiron_football),position,,
William_Gerard_(died_1584),nationality,,
David_Shire,spouse,,
Ivan_Cherenchikov,position,,
Edward_Perry_(industrialist),nationality,,
Caitlyn_Jenner,spouse,,
Ahmed_Izzet_Pasha,nationality,Turkey,1923
Oleksandr_Zhuravlyov,position,,
William_Grindal,nationality,,
Frank_Parkinson_(baseball),position,,
Edmund_James_Flynn,party,,
Dmitri_Zhivoglyadov,position,,
Anton_Vinnikov,position,,
Robert_Ibbitson,nationality,,
John_Colquhoun_(sportsman),country,,
Hoang_Thanh_Trang,country,,
Taurai_Chitsinde,position,,
Frank_Stamper,position,,
Joffrey_Lauvergne,position,,
Alexander_Melnikov_(politician),party,,
Lakshman_Kadirgamar,party,,
Joseph_Ward,party,United Party (New Zealand),1928
Micheal_Ray_Richardson,position,,
Anton_Tolpekin,position,,
Joey_Mazzarino,nationality,,
Winston_McKenzie,party,English Democrats,2015
Riku_Riski,position,,
Peter_Foldgast,position,,
John_Eldridge_(politician),party,Lang Labor,1931
Griffith_Hartwell_Jones,country,,
Kekuta_Manneh,position,,
James_Boleyn,nationality,,
Tamara_Stocks,position,,
Augustus,spouse,,
Kazimierz_Moskal_(footballer),position,,
Onome_Ebi,position,,
Baruch_Elron,nationality,,
Justise_Winslow,position,,
Julie_Murray,position,,
Macormack_Charles_Farrell_Easmon,nationality,,
J._Earl_McEwen,party,Progressive Conservative Party of Ontario,1984
Sam_Dekker,position,,
Alexander_Danilovich_Menshikov,country,,
Preston_Carpenter,position,,
Viktor_Tolstykh,position,,
Steven_Kerr,position,,
Susan_Blackmore,spouse,,
Jeff_Solem,position,,
Ehtesham,nationality,,
Margo_(actress),spouse,,
Dick_Advocaat,position,,
Benjamin_Butler_(politician),country,,
Stefano_Magaddino,nationality,,
Joanne_Dru,spouse,,
Claudia_Sersun,nationality,,
Scott_Malone,position,,
Lenny_Taylor,position,,
Bob_Gerber,position,,
Brandan_Wright,position,,
Claudio_Della_Penna,position,,
Ross_Lowe,position,,
Yevgeni_Matveyev,position,,
Henry_Parry_(priest),country,,
Han_Go-eun,nationality,,
Charles_Sumner,party,Liberal Republican,1870
Valeriy_Borzov,party,Social Democratic Party of Ukraine (united),2003
Joe_Brough,position,,
Amanda_Vincent,nationality,,
William_Gaston_(Massachusetts),party,,
Coos_Huijsen,party,Labour Party (Netherlands),1977
Tony_Weeden,position,,
Brad_Armstrong_(director),spouse,,
Jennifer_Jones,spouse,,
Anurag_Kashyap,spouse,,
Margaret_Moyes_Black,country,,
Doug_Russell_(American_football),position,,
Tim_Peterson,party,Independent,2007
Sergei_Butenko,position,,
Cyrus_the_Great,spouse,,
Enrico_Letta,party,Democratic Party (Italy),2007
Sisir_Adhikari,party,,
Andrea_Musacco,position,,
Iker_Iturbe,position,,
Joshua_Chamberlain,country,,
Alfredo_Morales,position,,
Malcolm_Cameron_(Australian_politician),party,United Australia Party,1931
John_Sergeant_(politician),party,,
Jonahan_Romero,position,,
Jeff_Dowdell,position,,
David_Beasley,party,Republican Party (United States),1991
Robert_Forgan,party,,
George_Watson_(accountant),country,,
Lo_Boutwell,position,,
Nikolay_Zhechev,position,,
David_Price_(Canadian_politician),party,Liberal Party of Canada,2000
Lal_Babu_Pandit,nationality,,
Clint_Geronimo,party,Partido Navoteno,2010
Ibrahim_Jaaber,position,,
Bob_Diamond_(banker),nationality,,
Ed_Wardle,country,,
Nathan_Appleton,party,,
Jennifer_Goolsbee,country,,
John_Bratton,country,,
Chlothar_I,spouse,,
Art_Jones_(American_football),position,,
Kimon_Georgiev,party,,
Louis_Lipps,position,,
Pierre_R._Graham,country,,
Mario_Monti,party,Civic Choice,2013
Anatoli_Kisurin,position,,
Aleksei_Kocharygin,position,,
Anrik_Gadzhiyev,position,,
William_Hedges_(Australian_politician),party,Commonwealth Liberal Party,1909
Michel_Guimond,party,,
Rama_Sithanen,party,,
Taras_Khtey,nationality,,
Ruth_Hanna_McCormick,spouse,Albert G. Simms,1931
Wahinepio,spouse,,
Shang_Ping,position,,
Dipsy_Selolwane,position,,
Pierre_Sudreau,party,Union for French Democracy,1978
Sabas_Pretelt_de_la_Vega,country,,
Roger_de_Kirkpatrick,country,,
Gordon_Fraser_(politician),party,,
Iqbal_Mohammed,nationality,,
John_M._Fleming,party,,
Rudy_LaRusso,position,,
Salim_Boumechra,position,,
Terry_Davis_(basketball),position,,
Ademola_Lookman,position,,
Francis_Pangilinan,party,Liberal Party (Philippines),2001
Salo_Flohr,country,,
Derek_Beackon,party,National Front (UK),2012
Z._A._Suleri,nationality,Pakistani,1947
Danilo_Acosta,position,,
David_Lloyd_George,spouse,"Frances Lloyd George, Countess Lloyd-George of Dwyfor",1943
Victor_Drai,spouse,,
Trey_Lyles,position,,
Lee_Kwang-jong,position,,
James_Fenton_(Australian_politician),party,United Australia Party,1931
Mick_Bates_(politician),party,,
Natalia_Pavlovna_Paley,spouse,,
Josip_Bilaver,position,,
Christopher_J._Brown,party,Republican Party (United States),2010
Todor_Burmov,party,Conservative Party (Bulgaria),1885
Lamayn_Wilson,position,,
Sun_Yat-sen,spouse,Soong Ching-ling,1915
Lucien_Bouchard,party,Soong Ching-ling,1915
Danny_McGowan,position,,
Paruyr_Hayrikyan,party,Union for National Self-Determination,1987
Steele_Hall,party,Liberal Party of Australia,1976
Achraf_Lazaar,position,,
Anthony_Straker,position,,
encode-err,encode-err,encode-err,encode-err
Toarlyn_Fitzpatrick,position,,
Kublai_Khan,spouse,,
Arthur-Lucien_Beaubien,party,,
Wolfgang_Bauer_(physicist),nationality,,
Moses_Emmanuel,position,,
Jim_Stamatis,position,,
Ali_Alipour,position,,
Ian_Lawrence_(bodybuilder),country,,
Tim_Ablitt,nationality,,
Sam_Mitchinson,position,,
Ryan_Broekhoff,position,,
Aleksandr_Shurkin,position,,
Marjan_Janevski,position,,
Kay_Thompson,spouse,,
Dmitri_Khalyavin,position,,
Victor_Rusu,party,,
Steven_Tom,position,,
Mike_Lashuk,position,,
Matt_Targett_(footballer),position,,
John_Baird_(Canadian_politician),party,Conservative Party of Canada,2003
Take_Ionescu,party,,
Izzat_Ibrahim_al-Douri,country,,
Haydar_Hatemi,nationality,,
Frank_Gaines_(basketball),position,,
Alfredo_Covelli,party,National Democracy (Italy),1977
Sergey_Sergeyev_(footballer),position,,
Murder_of_Anna_McGurk,nationality,,
George_Nicholson_(politician),party,,
Joey_Dorsey,position,,
Sally_Rainbow,nationality,,
Khaled_Baleid,position,,
Alexander_the_Great,spouse,,
John_Leckie_(Australian_politician),party,Liberal Party of Australia,1945
Stefan_Valentini,position,,
Eve_Merriam,spouse,,
Maurizio_Lupi,party,New Centre-Right,2013
Vlad_Filat,party,Liberal Democratic Party of Moldova,2007
Josette_Banzet,spouse,,
Carlos_Lemos_Simmonds,country,,
Andrew_Fairlie_(chef),country,,
Gerald_B._H._Solomon,party,Republican Party (United States),1969
Ronald_Reagan,spouse,,
Didier_Robert,nationality,,
Neil_Alexander_Keron,nationality,,
Andrei_Nikolayevich_Kopylov,position,,
Stanislav_Mirny,position,,
Charlie_Falzon,position,,
Muhammad_Zia-ul-Haq,nationality,Pakistani,1947
Joyce_Butler,party,,
Yelena_Khanga,nationality,,
Oleg_Korneev,country,,
Syed_Ali_Raza,nationality,,
Eadwine_of_Sussex,nationality,,
Charles_Stewart_(Canadian_politician),party,,
Wolfeius,nationality,,
Clifford_Odets,spouse,,
Cinna_Lomnitz,nationality,,
Katarzyna_Sobieska,spouse,,
Mehrshad_Momeni,position,,
Ron_Thomson,country,,
Jaime_Bruinier,position,,
Dick_Haymes,spouse,,
Sam_Wedgbury,position,,
Domingo_Salcedo,position,,
Alicia_Fuentes,position,,
John_G._Schmitz,party,,
Ebenezer_N._Briggs,party,,
John_Ferguson_(priest),country,,
Margaret_of_Brandenburg,spouse,,
Nick_Soolsma,position,,
Curtis_Brown_(ice_hockey),position,,
John_Souttar,position,,
Peter_Isola,party,,
Donnie_Smith,position,,
Lee_Johnson_(basketball),position,,
Dimitrios_Agravanis,position,,
Bertram_van_Munster,nationality,,
Mikhail_Gromikov,position,,
Jamby_Madrigal,party,Liberal Party (Philippines),2012
Keith_Furphy,position,,
Mac_Koshwal,position,,
John_P._Hale,party,,
Ambrosius_Bosschaert,nationality,,
Moshe_Pearlman,nationality,,
Dominika_Paleta,nationality,,
Lazar_Hayward,position,,
Harald_Hardrada,spouse,,
Edward_Everett,party,,
Norma_Talmadge,spouse,,
Roland_Penrose,spouse,,
Nikki_Washington,position,,
Bernard_Paul_(boxer),nationality,,
Jarno_Tenkula,position,,
Michelle_Landry,party,,
Onils_Idrizaj,position,,
Patsy_Ruth_Miller,spouse,,
Theodor_Buhl,nationality,,
Steve_Ralbovsky,position,,
Oleksandr_Ivanov,position,,
Vincent_Van_Patten,spouse,,
Gabriel_Iancu,position,,
Roman_Borisov,position,,
Gary_Bikman,party,Alberta Progressive Conservative Party,2014
Stanislav_Kokhanov,position,,
Joshua_Browder,nationality,,
Li_Zhuangfei,position,,
Benjamin_Burleigh,nationality,,
Joseph_Marshall_(traveller),nationality,,
Nathaniel_B._Borden,party,,
David_McKinney_(journalist),country,,
Hong_Chul,position,,
Fred_Gillies,position,,
Stone_Cold_Steve_Austin,spouse,,
Chuck_Corgan,position,,
Wendel_Clark,position,,
Ann_Todd,spouse,,
Park_Joo-ho,position,,
Adelaide-Blanche_of_Anjou,spouse,,
Tomoko_Abe,party,,
Tryfon_Tzanetis,position,,
Libor_Pimek,country,,
William_Boaventura,position,,
Anita_Kapur,nationality,,
Frank_Chee_Willeto,nationality,,
Lyman_Trumbull,party,,
William_Chiroque,position,,
Stephen_Jones_(journalist)__Wales-writer-stub__1,country,,
Lucien_Anderson,party,,
Arman_Suren_Karamyan,position,,
Charles_Bishop_(Alabama_senator),party,,
Frank_Venneri,party,Independent,2012
Sam_Earl,position,,
Ida_Lupino,spouse,,
Otis_Roberts,position,,
Stanley_Ho,spouse,,
Luis_Raymund_Villafuerte,party,Nacionalista Party,2009
Mary_Hyde,spouse,,
Maria_of_Swabia,spouse,,
Zvonimir_Soldo,position,,
Toshihiro_Hattori,position,,
Susan_Montford,country,,
William_J._McCormack,nationality,,
Paul_Merson,position,,
Newin_Chidchob,party,Bhumjaithai Party,2008
Danny_Amendola,position,,
Alex_Garcia_(basketball),position,,
Luis_Santeiro,nationality,,
Vakhtang_Iagorashvili,nationality,,
Habib_Bourguiba,spouse,Wassila Ben Ammar,1962
Santiago_Polanco-Abreu,party,,
Nicky_Spooner,position,,
Paul_Jonathan_Mason,nationality,,
Charles_Oakes,party,Nationalist Party of Australia,1917
Robert_Stephens,spouse,,
Norman_Harper,country,,
Sasu_Salin,position,,
Hank_Azaria,spouse,,
Henry_Willis_(politician),party,Commonwealth Liberal Party,1909
Nikolai_Nikolaevich_Polikarpov,nationality,,
Donald_Howard_(priest),country,,
Bob_Carrington,position,,
Lee_Bradbury,position,,
Andrew_Prine,spouse,,
Glenda_Farrell,spouse,,
Moshe_Safdie,nationality,,
Jacob_M._Dickinson,country,,
Nobuhito_Takahashi,position,,
Syed_Sharifuddin_Pirzada,party,Before 1947,1947
Paul_Squibb,position,,
Jennifer_Ruiz,position,,
Nana_Alexandria,country,,
Josh_Ho-Sang,position,,
Britney_Spears,spouse,,
Budd_Schulberg,spouse,Betsy Ann Langman,1978
Niles_Crane,spouse,,
Aivars_Lembergs,party,For Latvia and Ventspils,1994
Andhun_of_Sussex,nationality,,
Camilla_Baginskaite,country,,
Pierre-Louis_Bentabole,party,,
Derek_Abney,position,,
Ivan_Plum,position,,
Benjamin_Muse,country,,
Ellis_Iandolo,position,,
Sam_Mackinnon,position,,
Alyce_Cleese,spouse,,
Augustus_Gilchrist,position,,
Charlotte_Mailliard_Shultz,spouse,,
Julia_Sanderson,spouse,,
Bucky_Curtis,position,,
Eban_Hyams,position,,
Dick_Rauch,position,,
Sean_Clancy,position,,
Markus_Kranz,position,,
Awvee_Storey,position,,
Eduard_Apalkov,position,,
Henry_Wharton_(soldier),nationality,,
Oscar_Munoz_(executive),nationality,,
Aleksei_Zarubin,position,,
Marije_Brummel,position,,
Alberto_Bastos_Lopes,position,,
Nurhaci,spouse,,
Dale_Davis_(basketball),position,,
Buckner_Stith_Morris,party,,
Tia_Carrere,spouse,,
Ibrahim_Abboud,country,,
Jim_Carr,party,,
Efthymios_Tsakaleris,position,,
Sheila_Gish,spouse,,
Michael_Paragyios,position,,
Elahi_Bux_Soomro,party,Pakistan Muslim League (N),1988
Mario_Chalmers,position,,
Liliana_Negre_de_Alonso,party,,
Georgy_Beriev,nationality,,
Molla_Mallory,country,,
Ellice_Hopkins,nationality,,
Bamba_Moussa,position,,
Ann_Dummett,nationality,,
Fernand_Kashama,position,,
Giorgio_Borruso,nationality,,
Jamie_Hamill,position,,
Said_Arfi,party,Chama Cha Mapinduzi,1977
Maurice_Martin,position,,
Lotte_Lenya,spouse,,
Tristan_Thompson,position,,
Marco_Alexander,position,,
Llywarch_Llaety,country,,
Kevin_Ingram,position,,
Adrian_Mutu,position,,
George_Graham_(bishop),country,,
Rosana_dos_Santos_Augusto,position,,
Eddie_Lewis_(English_footballer),position,,
Tu_Shengqiao,position,,
Rinat_Aitov,position,,
Andrew_Biemiller,party,,
Siti_Mariah_Mahmud,party,National Trust Party (Malaysia),2015
Terry_Kinney,spouse,,
Raza_Jaffrey,spouse,,
Evelyn_Ward,spouse,,
George_Robertson_(congressman),party,,
John_Chalker_Crosbie,party,United Newfoundland Party,1928
Catherine_D._Kimball,party,,
Ercole_Manfredi,nationality,,
James_Turner_Morehead_(Kentucky),party,,
Aldo_Donelli,position,,
Jason_Cain,position,,
Ilya_Yashin,party,,
Jens_Kristian_Hansen,position,,
Rafael_Rey,party,Liberty Movement,1992
Augusto_Bautista,position,,
Ed_Abbaticchio,position,,
Dorothy_Hyson,spouse,,
Jorge_de_Castro_Font,party,,
Paul_Thompson_(basketball),position,,
Jesse_Monroe_Knowles,party,Republican Party (United States),1980
Cleopatra,spouse,,
Boaz_Vaadia,nationality,,
Ronnel_Rivera,party,Laban,2016
Garrett_Temple,position,,
Don_Durdan,position,,
Tyrone_Power,spouse,,
Michael_Clark_(Canadian_politician),party,,
Romulus_Ducharme,party,,
Berthold_Viertel,spouse,,
Dave_Jamerson,position,,
Judy_Canova,spouse,,
Edward_Vardon,party,Liberal Party (1922),1922
Andrea_Pisanu,position,,
Lorraine_Mercer,nationality,,
Sol_Rosevear,party,Australian Labor Party,1941
Spec_Sanders,position,,
Craig_Yacks,position,,
Diego_Alberto_Torres,position,,
Elias_Elia_(footballer),position,,
Afonso_III_of_Portugal,spouse,,
Eimert_van_Middelkoop,party,ChristianUnion,2001
Aleksei_Yuryevich_Perminov,position,,
John_Gerard_Anderson,country,,
Anna_of_Brunswick-Grubenhagen-Einbeck,spouse,,
Lee_Yong-gill,party,,
Gary_Medel,position,,
Sergei_Zimenkov,position,,
Nicola_Formichetti,nationality,,
Andy_Legg,position,,
Renato_Ruggiero,party,Independent politician,1994
Brandon_Wood_(basketball),position,,
Ibrahim_Ali_(Malaysia),party,Pan-Malaysian Islamic Party,2008
Marina_Kielmann,country,,
Stavros_Katsanevas,nationality,,
Dyshawn_Pierre,position,,
Ernie_Pitts,position,,
Viveca_Lindfors,spouse,,
Otis_Birdsong,position,,
Henry_Goulburn,party,,
Benny_Wahyudi,position,,
Cadwallader_C._Washburn,country,,
Idris_Jusoh,party,,
Harry_Bryden,nationality,,
Anubrata_Mandal,party,,
Darryl_McHardy,position,,
William_Ruto,party,Jubilee,2016
Helen_Luz,position,,
Karun_Hosakul,party,Pheu Thai Party,2008
Walter_Massy-Greene,party,United Australia Party,1931
Michael_Bramos,position,,
Ehud_Barak,party,Independence (Israeli political party),2011
Ferry_Hoogendijk,party,,
Ahmed_Hassan_al-Bakr,party,Baghdad,1966
John_Graham_MacDonald_Burt,country,,
Aleksei_Buryanov,position,,
Jim_Ferrier,nationality,,
Elod_Macskasy,country,,
Allen_Jacobs,position,,
Adam_Balding,position,,
George_Lynch_(basketball),position,,
Oleksandr_Yevtushok,position,,
Gilbert_Rondeau,party,,
Abdullah_Hussein_Jebara,party,Ba'ath Party,2003
Joseph_Greenspan,position,,
Nikolay_Lanceray,nationality,,
Vangelis_Bebis,position,,
Thomas_Zechel,position,,
Ken_Matsubara,position,,
Erwin_Schulhoff,nationality,,
Michelle_Akers,position,,
Melanie_Skotnik,nationality,,
Timur_Zangiyev,position,,
Georges_Pompidou,party,Union of Democrats for the Republic,1968
Rasmoyo,position,,
Scott_Foley,spouse,,
Oleg_Shchyotkin,position,,
Gervais_Batota,position,,
Bert_Lazzarini,party,Australian Labor Party,1936
Joseph_Chamberlain,party,Liberal Unionist Party,1886
Mohnyin_Thado,spouse,,
Brian_Faulkner,party,,
Nikos_Kyzeridis,position,,
Antoine_Barnave,party,Feuillant (political group),1791
Yevgeni_Yuryevich_Polyakov,position,,
Olivier_Assayas,spouse,,
Eric_Bowden,party,Nationalist Party of Australia,1916
Saw_Hnaung_of_Sagaing,spouse,,
Adam_Griffiths,position,,
Maksim_Mysin,position,,
Timothy_Tyrrell,nationality,,
Bob_Trocolor,position,,
Paul_O'Neil,position,,
Joey_Madigan,position,,
Dimitrios_Kompodietas,position,,
Harald_Bluetooth,spouse,,
Glen_Davis_(basketball),position,,
Kyle_Korver,position,,
Paul_Forseth,party,,
Ben_Roderick,position,,
Bernard_G._Amend,nationality,,
Fred_Niblo,spouse,,
Kenny_Cutler,position,,
Barbara_Liebrich,position,,
William_Whiteway,party,Liberal parties in pre-confederation Newfoundland,1885
Olieg_Achrem,nationality,,
Jon_Bewers,position,,
William_Routledge,country,,
Sheila_Camerer,party,Democratic Alliance (South Africa),2003
Krishna_Tirath,party,January,2015
Sara_Zyskind,nationality,,
Pat_Studstill,position,,
Michael_Spillane_(footballer),position,,
Howie_Young,position,,
Toshikazu_Irie,position,,
Antonio_Salandra,party,Italian Liberal Party,1922
Diaa_al-Din_Dawoud,party,Arab Democratic Nasserist Party,1987
William_Ebsworth_Hill,nationality,,
Kenneth_Branagh,spouse,,
encode-err,encode-err,encode-err,encode-err
Roman_Fedotov,position,,
Thom_Southerland,nationality,,
Thomas_Crawford_(Australian_politician),party,Independent,1944
Clifford_Joseph,position,,
Alexander_Shin,position,,
Marc_Gallego,position,,
Cathee_Dahmen,spouse,,
S._Kesava_Adithan,party,,
Heberty_Fernandes_de_Andrade,position,,
Vladimir_Ulanov,nationality,,
Kelley_Washington,position,,
Le_Corbusier,nationality,,
William_E._Finck,party,,
Andrey_Vlasov,country,,
Henry_Manning_(spy),nationality,,
Derrick_Coleman,position,,
Semyon_Fedotov,position,,
Jefferson_Davis,spouse,,
Archbishop_Spyridon_of_America,nationality,,
Dorothy_Dalton,spouse,,
William_Lithgow_(traveller_and_author),country,,
Alexei_Rykov,nationality,Soviet people,1922
Corey_Brown_(American_football),position,,
George_Ashmun,party,,
Choi_Sung-kuk,position,,
Augustus_Hill_Garland,party,Democratic Party (United States),1860
Barry_Trahan,party,,
Willie_Gould,position,,
Maksim_Vladimirovich_Andreyev,position,,
Tiago_Splitter,position,,
Abderraouf_Ayadi,party,May 2012,2012
Thwaiba_Kanafani,nationality,,
Oleg_Moliboga,nationality,,
Heinrich_Laufenberg,party,,
Filip_Deket,position,,
David_Hitz,nationality,,
Marco_Kotze,position,,
Christopher_Sullivan_(soccer),position,,
Constantin_Stere,party,,
Vic_Groves,position,,
Sean_Williams_(basketball),position,,
Ian_Lindo,position,,
Lesley_Langley,nationality,,
Gary_Ware,position,,
Mat_Mitchel-King,position,,
DeQuan_Jones,position,,
Lewis_Kidd,position,,
Jesse_James_(customizer),spouse,,
Aaron_Pitchkolan,position,,
Ecgfrith_of_Mercia,nationality,,
Vano_Merabishvili,party,Before 2002,2002
Joseph_Stalin,nationality,,
Elisabeth_of_Nuremberg,spouse,,
Paul_Crosby,position,,
Manolis_Liapakis,position,,
Winfried_Berkemeier,position,,
Hermann_Budzislawski,party,,
Michael_Bell_(actor),spouse,,
John_Alexander_Wallace,party,Co-operative Commonwealth Federation,1945
Jos_Serrarens,party,Roman-Catholic State Party,1945
Anna_Maria_Franziska_of_Saxe-Lauenburg,spouse,,
Joe_Oastler,position,,
Gus_Kelly_(politician),party,,
Heinrich_Strasser,position,,
Anja_Weisgerber,party,,
Peter_Buell_Porter,party,,
Josiah_Francis,party,Liberal Party of Australia,1945
Pedro_Power,position,,
Andrei_Morozov,position,,
Mickey_Rourke,spouse,,
Valdas_Dabkus,position,,
Gilbert_Laing_Meason,country,,
Salustiano_Sanchez,nationality,,
John_Abe,position,,
Edward_Fox_(actor),spouse,,
Jamelle_Hagins,position,,
Pat_Smythe_(priest),country,,
Larkin_T._Riser,party,,
Frank_Seifert,position,,
Vladimir_Yevsyukov,position,,
Christos_Zois,party,New Reformist Radical Reconstruction,2013
Calvin_Booth,position,,
Mieke_Andela-Baur,party,Christian Democratic Appeal,1980
Gloria_Macapagal_Arroyo,party,Lakas,2009
Maria_Karolina_Sobieska,spouse,,
Tim_Bassett,position,,
R._Borden_Reams,country,,
Yuri_Kolovorotny,position,,
William_Schmollinger,nationality,,
Len_Chappell,position,,
Frank_Greiner,position,,
Akinobu_Yokouchi,position,,
Brandon_Wallace,position,,
Jack_Shaw_(footballer),position,,
Timo_Perthel,position,,
Alex_Brosque,position,,
Stephen_Blunden,position,,
Nikki_Reed,spouse,,
Louis_XI_of_France,spouse,,
Ken_Randall,position,,
Andy_Impey,position,,
Neno_Nenov,position,,
Shin_Mi-Nauk,spouse,Razadarit,1408
Richard_Brooks,spouse,,
Andriy_Yarmolenko,position,,
Bryan_Oviedo,position,,
Andrew_II_of_Hungary,spouse,,
Charles_Wentworth_Upham,party,,
Renat_Sabitov,position,,
Pavel_Prokkonen,party,,
Angus_Simpson,country,,
Dejan_Petrovic,country,,
Alen_Maras,position,,
Steffanie_A._Strathdee,nationality,,
Robert_Porter_(politician),country,,
Marc_Hensel,position,,
John_Durell,nationality,,
Craig_Cobb,nationality,,
Leigh_Ann_Brown,position,,
Darlene_Antonino-Custodio,party,,
Mhairi_Gilmour,position,,
Lennart_Nilsson_(footballer),position,,
Anthony_Kennedy_(Maryland),party,,
James_Macfarlane,party,Commonwealth Liberal Party,1909
