subject,property,current_or_latest,start_time 
Ambrose_A._Holowach,party,,
Hume_Cronyn,spouse,Susan_Cooper,1996-01-01T00:00:00Z
Kenneth_Tynan,spouse,Kathleen_Tynan,1967-01-01T00:00:00Z
Emperor_Xian_of_Han,spouse,,
Osman_II,spouse,,
Josiah_Symon,party,,
Narapatisithu,spouse,,
Neelima_Azeem,spouse,Raza_Ali_Khan,2004-01-01T00:00:00Z
William_Challee,spouse,Joan_Wheeler,1984-01-01T00:00:00Z
Marisa_Coulter,spouse,,
Caitlyn_Jenner,spouse,Kris_Jenner,1991-04-21T00:00:00Z
Gordon_McLendon,party,,
James_Wales_(artist),country,,
Eugene_Puryear,party,,
Joanne_Dru,spouse,John_Ireland_(actor),1949-01-01T00:00:00Z
Harold_H._Barker,party,,
Vernon_Reed,party,,
Sydney_Robert_Bellingham,party,,
Louis_X_of_France,spouse,Clementia_of_Hungary,1315-08-27T00:00:00Z
Andrei_Popov_(politician),party,,
Nicholas_Fish_II,country,,
Cesar_Maia,party,,
Charles_Burnett_(officer_of_arms),country,,
Jean-Marie_Dedecker,party,,
William_L._Dayton,party,,
Kingsley_Amis,spouse,,
Jamby_Madrigal,party,,
Kinmont_Willie_Armstrong,country,,
Penelope_Wilton,spouse,Ian_Holm,1991-01-01T00:00:00Z
William_Lorimer_(scholar),country,,
Nurhaci,spouse,,
Missi_Pyle,spouse,Antonio_Sacre,2000-01-01T00:00:00Z
Valeria_Ciavatta,party,,
Robin_Chapple,party,,
Ronaldo_Puno,party,,
William_Carney_(politician),party,,
Dugald_Thomson,party,,
Frank_Gilfeather,country,,
Julius_Nyerere,party,,
Edward_Hurwitz,country,,
Einion_ap_Gwalchmai,country,,
Bert_Lazzarini,party,,
John_Stevens_(English_politician),party,,
Chenghua_Emperor,spouse,,
Clinton_LeSueur,party,,
Eric_Roozendaal,party,,
Joyce_Bulifant,spouse,Roger_Perry,2002-01-01T00:00:00Z
Juan_Bosch,party,,
Gerry_McCulloch,country,,
Mohammad_Reza_Pahlavi,spouse,,
Min_Aung_Myat,spouse,,
Harry_Hamlin,spouse,Lisa_Rinna,1997-01-01T00:00:00Z
Antiochus_II_Theos,spouse,,
Tabinshwehti,spouse,,
Jonathan_Williams_(antiquary),country,,
Chuck_Curran,party,,
Rufus_P._Spalding,party,,
Walter_Weidauer,party,,
Subrata_Bakshi,party,,
Patrick_Henry,party,,
Spencer_Matthews_King,country,,
Peggy_Feury,spouse,,
Sam_Steiger,party,,
Thierry_Breton,party,,
Michael_Chow_(restaurateur),spouse,Tina_Chow,1972-01-01T00:00:00Z
Thomas_Irvine,country,,
Dimo_Hadzhidimov,party,,
Monika_Hohlmeier,party,Christian_Social_Union_in_Bavaria,1978-01-01T00:00:00Z
Bezawada_Ramachandra_Reddy,party,,
I._K._Gujral,party,,
Richard_Dawkins,spouse,Lalla_Ward,1992-01-01T00:00:00Z
Walter_Leslie_Duncan,party,,
Alexis_Tsipras,party,,
Maria_of_Alania,spouse,,
Barbara_Rush,spouse,Jeffrey_Hunter,1950-01-01T00:00:00Z
Mark_Douglas-Home,country,,
Michel_Bissonnet,party,Équipe_Denis_Coderre_pour_Montréal,2013-01-01T00:00:00Z
Otto_Kerkhoven,party,,
Florence_Gilbert,spouse,Edgar_Rice_Burroughs,1935-01-01T00:00:00Z
William_Horace_Taylor,party,,
Spruille_Braden,country,,
Ferdinand_II_of_Aragon,spouse,Isabella_I_of_Castile,1469-10-14T00:00:00Z
Edward_J._Perkins,country,,
Jennifer_Garner,spouse,Ben_Affleck,2005-01-01T00:00:00Z
Ivan_Dochev,party,,
Janet_Kennedy,country,,
Gustavo_Bell,country,,
Nisar_Ali_Khan,party,,
Chauncey_L._Knapp,party,,
Jakub_Sobieski,spouse,Marianna_Wiśniowiecka,1620-02-01T00:00:00Z
Rudolf_Steinwand,party,,
Ian_Mitchell_(author),country,,
Gloria_DeHaven,spouse,Martin_Kimmel,1953-01-01T00:00:00Z
Victor_Hocog,party,,
James_MacArthur,spouse,Melody_Patterson,1970-01-01T00:00:00Z
Angelica_Gray,country,,
Bucek_Depp,spouse,,
Patrick_Hume_(editor),country,,
Deniz_Baykal,party,,
Giorgio_Almirante,party,,
Cynthia_McKinney,party,,
Xaba_Sbusiso,party,,
Jakaya_Kikwete,party,,
Jerry_Rawlings,party,,
Jean-Marie_Le_Pen,party,,
Willie_Person_Mangum,party,,
Loi_Ejercito,party,,
Paul_Burstow,party,,
Kamal_Khalil,party,,
Evgeny_Sveshnikov,country,,
John_Don,party,,
Clarence_Brown,spouse,Alice_Joyce,1933-01-01T00:00:00Z
Thomas_Chapais,party,,
William_McGibbon,country,,
Isabella_of_Valois,spouse,,
Phillip_Noyce,spouse,Jan_Sharp,1979-01-01T00:00:00Z
John_Dundas_Cochrane,country,,
Tim_Cahill_(politician),party,,
Philemon_Beecher,party,,
James_Brown_Craven,country,,
Alexander_Hay_(Australian_politician),party,,
James_H._Scheuer,party,,
Mike_Gallacher,party,,
Peter_Kravitz,country,,
James_McLachlan_(Australian_politician),party,,
Tony_Gates,spouse,,
Ayaan_Hirsi_Ali,party,,
Leo_VI_the_Wise,spouse,,
Linn_Boyd,party,,
Nikolai_Morozov_(figure_skater),country,,
Rudolf_Lindau_(politician),party,,
Tarek_Saab,party,,
William_Horace_Temple,party,,
Dien_Cornelissen,party,,
Daniel_O'Connell,party,,
Peter_Heenan,party,,
Angus_MacInnis,party,,
Alfonso_XII_of_Spain,spouse,,
Anne_de_Bourbon,spouse,,
Luis_Juez,party,,
Sergey_Aksyonov,party,,
Harry_Turner_(Australian_politician),party,,
Friend_Richardson,party,,
Ravi_S._Naik,party,,
Isidro_Ungab,party,,
Samuel_Prentiss,party,,
Anatoli_Volkov,country,,
Hone_Harawira,party,,
Robin_Barbour,country,,
Diana_Barrymore,spouse,Robert_Wilcox_(actor),1950-01-01T00:00:00Z
Gilbert_Balfour,country,,
Hall_Lyons,party,,
Tam_Cowan,country,,
Viktor_Chernov,party,,
Dean_McDermott,spouse,Tori_Spelling,2006-01-01T00:00:00Z
Marta_Michna,country,,
Raja_Nong_Chik_Zainal_Abidin,party,,
Charles_Pressley_Smith,country,,
Joseph_Stephen_Crane,spouse,Lana_Turner,1942-01-01T00:00:00Z
Iuliu_Maniu,party,,
Panos_Kammenos,party,,
Zhang_Haipeng,country,,
Lisette_Lapointe,party,,
Joyce_Bateman,party,,
Lothar_Bisky,party,Socialist_Unity_Party_of_Germany,1963-01-01T00:00:00Z
Ursula_Jeans,spouse,Roger_Livesey,1937-01-01T00:00:00Z
Kate_del_Castillo,spouse,Aarón_Díaz,2009-01-01T00:00:00Z
Simone_Kennedy-Doornbos,party,,
Beatrice_of_Brandenburg,spouse,,
John_Gordon_(soldier),country,,
Frances_Marion,spouse,George_W._Hill,1930-01-01T00:00:00Z
John_McKeague,party,,
Joe_Lieberman,party,,
Manzur_Qadir,party,,
Selim_I,spouse,,
David_Wingate_(poet),country,,
William_Roache,spouse,Anna_Cropper,1961-01-01T00:00:00Z
Gwilym_ab_Ieuan_Hen,country,,
Dorothy_Pratt,party,,
Saddam_Hussein,spouse,Samira_Shahbandar,1986-01-01T00:00:00Z
Frigyes_Puja,party,,
Radhabinod_Koijam,party,,
Uhuru_Kenyatta,party,,
Laura_San_Giacomo,spouse,Matt_Adler,2000-01-01T00:00:00Z
Cleta_Mitchell,party,,
Joachim_Baxla,party,,
Millard_Fillmore,spouse,Caroline_C._Fillmore,1858-02-10T00:00:00Z
Jason_Kenney,party,,
Wu_Han_(historian),party,,
Kala_(Tarzan),spouse,,
Lawrence_M._Hall,party,,
Benjamin_Bristow,party,,
Edward_Archer_(politician),party,,
Klaus_Kinski,spouse,Debora_Caprioglio,1987-01-01T00:00:00Z
Edward_Rutledge,country,,
James_Napier_(chemist),country,,
Dino_De_Laurentiis,spouse,Martha_De_Laurentiis,1990-01-01T00:00:00Z
Christopher_Columbus_Nash,party,,
Raj_Bahadur,country,,
Thad_Cochran,party,,
Lisa_Wu,spouse,,
James_Mundell,country,,
Helga_Zepp-LaRouche,party,,
Horst_Heintze,party,,
Ululani,spouse,,
Janet_Street-Porter,spouse,Frank_Cvitanovich,1979-01-01T00:00:00Z
Kim_Davis_(county_clerk),party,Republican_Party_(United_States),2015-01-01T00:00:00Z
James_Goldsmith,spouse,Lady_Annabel_Goldsmith,1978-01-01T00:00:00Z
Anatoly_Lunacharsky,party,,
Dudley_Chase,party,,
Henry_Gardner,party,,
Balwant_Singh_Ramoowalia,party,,
Barbara_Follett_(politician),spouse,,
Thomas_Waring,party,,
Andrew_Jackson_Hamilton,party,Republican_Party_(United_States),1866-01-01T00:00:00Z
Wafiq_Al-Samarrai,country,,
Harjit_Sajjan,country,,
Ken_Russell,spouse,Hetty_Baynes,1992-01-01T00:00:00Z
John_Smith_(Virginia_representative),country,,
Piet_Lieftinck,party,,
Leonid_Bujor,party,,
Cyril_Smith,party,,
Tajudeen_Obasa,party,,
Tan_Jee_Say,party,,
Wendy_Davis_(politician),party,Democratic_Party_(United_States),2006-01-01T00:00:00Z
Nicolas_Roeg,spouse,Theresa_Russell,1982-01-01T00:00:00Z
Ian_Keith,spouse,Fern_Andra,1932-01-01T00:00:00Z
Usman_Boie_Kamara,party,,
Robert_M._La_Follette_Jr.,party,,
Bob_Lock,country,,
Gary_Sweet,spouse,Johanna_Griggs,1995-01-01T00:00:00Z
Muammar_Gaddafi,country,,
Wilhelm_Steinitz,country,,
William_H._Meyer,party,,
Angelika_Niebler,party,,
Mahmut_Bakalli,party,,
Alfred_William_Savary,party,,
Johnny_Ford,party,,
Gloria_Grahame,spouse,Nicholas_Ray,1948-01-01T00:00:00Z
Maria_Angelina_Doukaina_Palaiologina,spouse,,
Wang_Jipeng,spouse,,
Gordon_Meade,country,,
Bess_Meredyth,spouse,Michael_Curtiz,1929-01-01T00:00:00Z
George_Edwards_(Australian_politician),party,,
Benjamin_Romualdez,party,,
Iain_Martin,country,,
Dave_Watson_(playwright),country,,
Michael_Gahler,party,,
Jose_Maria_Sison,party,,
Emperor_Wen_of_Sui,spouse,,
Tina_Knowles,spouse,Richard_Lawson_(actor),2015-01-01T00:00:00Z
Keith_Woodrow,country,,
Ronald_Richardson_Potter,country,,
Brenda_Robertson,party,,
Roger_I_of_Sicily,spouse,Adelaide_del_Vasto,1089-01-01T00:00:00Z
Tracy_Reed_(English_actress),spouse,Bill_Simpson_(actor),1974-01-01T00:00:00Z
Stavros_Niarchos,spouse,Athina_Livanos,1971-01-01T00:00:00Z
Roel_van_Duijn,party,,
Fazal_Ilahi_Chaudhry,party,Pakistan_Peoples_Party,1967-01-01T00:00:00Z
Simion_Furdui,party,,
Andrei_Vacarciuc,party,,
Alex_Gray_(author),country,,
Vajiravudh,spouse,,
William_Towrie_Cutt,country,,
Tawfik_Okasha,party,,
Robert_Best_(politician),party,,
Bill_Findlay_(footballer),country,,
Isaac_Lipnitsky,country,,
Peleg_Emory_Aldrich,party,,
John_Burton_Thompson,party,,
Shukri_al-Quwatli,party,,
Lara_Pulver,spouse,Raza_Jaffrey,2014-12-27T00:00:00Z
Beji_Caid_Essebsi,party,Nidaa_Tounes,2012-01-01T00:00:00Z
Hans_Grundig,party,,
Paul_Murphy_(Irish_politician),party,,
Wim_Wenders,spouse,Ronee_Blakley,1979-01-01T00:00:00Z
Louis-Joseph_Papineau_(Canadian_parliamentarian),party,,
William_Ross_(Unionist_politician),party,,
Gerhard_Scholz,party,,
Audrey_Emery,spouse,,
Jean-Luc_Godard,spouse,Anne_Wiazemsky,1967-01-01T00:00:00Z
Jason_Lee_(actor),spouse,Carmen_Llywelyn,1995-07-01T00:00:00Z
Maredudd_ap_Rhys,country,,
Asri_Muda,party,,
Beatrice_of_Naples,spouse,Matthias_Corvinus,1476-12-12T00:00:00Z
James_Findlay_(Cincinnati_mayor),party,,
John_Davies_Knatchbull_Lloyd,country,,
Edward_P._Brynn,country,,
Edu_Manzano,spouse,,
Enrico_Corradini,party,,
Essam_Sharaf,party,,
Orson_Welles,spouse,Paola_Mori,1955-05-08T00:00:00Z
Simon_Williams_(actor),spouse,Lucy_Fleming,1986-01-01T00:00:00Z
William_Owen_Roberts,country,,
Ben_Chan,party,,
Luigi_Lusi,party,,
Anna_Azari,country,,
John_W._Houston,party,,
Guru_Gobind_Singh,spouse,,
John_Baxter_(judge),party,,
Jane_Ballard_Dyer,party,,
Nigel_Heseltine,country,,
Samuel_Finley_Vinton,party,,
Irina_Mikhailovna_Raievskya,spouse,"George,_Duke_of_Mecklenburg",1920-10-07T00:00:00Z
Achille_Lauro,party,,
Douglas_Tompkins,spouse,,
Benoit_Dorais,party,,
Margot_Bennett_(writer),country,,
Pieter_Voltelyn_Graham_van_der_Byl,party,,
Susana_Martinez,party,Republican_Party_(United_States),1995-01-01T00:00:00Z
George_John_Bell,party,,
Altiero_Spinelli,party,,
Mahmud_II,spouse,,
Jocelyn_Rickards,spouse,Clive_Donner,1968-01-01T00:00:00Z
Mary_Astor,spouse,Manuel_del_Campo,1936-01-01T00:00:00Z
Priscilla_Pointer,spouse,Robert_Symonds,1981-01-01T00:00:00Z
John_David_Bingham_Younger,country,,
Oskar_Schindler,party,,
Alexander_Bullock,party,,
Harry_Jackman,party,,
Henry_I_of_England,spouse,,
Azem_Galica,country,,
Tasmina_Ahmed-Sheikh,party,,
Hugo_Wenzel,party,,
Henry_Dearborn,party,,
Ewald_Munschke,party,,
Raul_del_Mar,party,,
Gary_Carr_(politician),party,,
Waldemar_Kraft,party,,
Carolyne_Christie,spouse,Roger_Waters,1976-01-01T00:00:00Z
Meredydd_Barker,country,,
Charles_H._Grosvenor,country,,
Eadgifu_of_Wessex,spouse,Herbert_III_of_Omois,0951-01-01T00:00:00Z
Borys_Tarasyuk,party,,
Bridget_Hanley,spouse,,
Saad_Hariri,party,,
Lincoln_Loy_McCandless,party,,
Andy_Halsall,party,,
Jack_Paff,party,,
Amos_Tuck,party,,
Sam_Benson,party,,
Thomas_Corwin,party,,
William_Murdock,country,,
Erika_Mann,spouse,W._H._Auden,1935-01-01T00:00:00Z
Laurent_Gbagbo,spouse,,
James_Chichester-Clark,country,,
William_P._Reid,country,,
Brooke_Hayward,spouse,Peter_Duchin,1985-12-24T00:00:00Z
Ezra_Levant,party,,
Ramakrishna_Hegde,party,,
David_S._Terry,country,,
Richard_Shelby,party,,
John_Watson_Barr,party,,
Nino_Burjanadze,party,,
George_Dankel,party,,
Eduard_Kukan,party,,
Mehmed_VI,spouse,,
John_Devereux_(politician),party,,
John_Colville_(politician),country,,
Reverdy_Johnson,party,,
Adrian_Slade,party,,
John_Copp,spouse,,
Pete_Cashmore,country,,
Gustavus_A._Finkelnburg,party,,
Satur_Ocampo,party,,
John_Osborne,spouse,Jill_Bennett_(British_actress),1968-01-01T00:00:00Z
Graeme_Campbell_(politician),party,Australia_First_Party,1996-01-01T00:00:00Z
Galusha_A._Grow,party,,
Rudolph_Valentino,spouse,Natacha_Rambova,1923-01-01T00:00:00Z
Roger_Helmer,party,,
Strom_Thurmond,party,,
Hew_Lorimer,country,,
Franz_Seldte,party,,
John_Taylor_(bishop_of_Glasgow_and_Galloway),country,,
Muhammad_Ali_Jinnah,spouse,Emibai_Jinnah,1892-01-01T00:00:00Z
Yunus-bek_Yevkurov,country,,
Edwin_R._Overall,party,,
Gilles_Deguire,party,,
Hsu_Hsin-ying,party,Minkuotang,2015-01-01T00:00:00Z
Edward_H._Tarrant,country,,
Gilbert_Moses,spouse,Dee_Dee_Bridgewater,1977-01-01T00:00:00Z
Elbert_Guillory,party,,
Mary_Brian,spouse,George_Tomasini,1947-01-01T00:00:00Z
Claude_Jodoin,party,,
Pablo_P._Garcia,party,,
Allan_Forrest,spouse,Lottie_Pickford,1922-01-01T00:00:00Z
Loretta_Young,spouse,Jean_Louis,1993-01-01T00:00:00Z
John_Henry_Baker,party,,
Prince_Max_Emanuel_of_Thurn_and_Taxis_(b._1935),spouse,,
William_Freeman_Vilas,country,,
Bamir_Topi,party,,
Cyrus_G._Luce,party,,
Nadia_Valavani,party,,
L.D._%22Buddy%22_Napper,party,,
Daniel_Turp,party,,
Jerzy_Sebastian_Lubomirski,spouse,,
Luis_de_Velasco_Rami,party,,
Franz-Ludwig_Schenk_Graf_von_Stauffenberg,party,,
Martin_Hamilton-Smith,party,,
Gregor_Duncan_(bishop),country,,
George_Brisbane_Scott_Douglas,country,,
Abraham_Shepherd,party,,
Irving_W._Drew,party,,
Dorothea_of_Brandenburg,spouse,,
Jigme_Thinley,party,,
Charles_IV_of_France,spouse,Jeanne_d'Évreux,1324-07-21T00:00:00Z
Janusz_Lewandowski,party,,
Ashlee_Simpson,spouse,Evan_Ross,2014-01-01T00:00:00Z
Aivars_Aksenoks,party,,
Frederick_Casimir_Kettler,spouse,Countess_Sophie_Amalie_of_Nassau-Siegen,1675-10-25T00:00:00Z
Pierre_Dupong,party,,
Hans_van_den_Broek,party,,
David_McNarry,party,UK_Independence_Party,2012-10-01T00:00:00Z
Wilhelm_Pieck,party,,
Alfredo_Rocco,party,,
Levan_of_Kartli,spouse,,
Neal_Dow,party,,
Richard_Orchard,party,,
Tristam_Burges,party,,
William_Collins_(publisher),country,,
Richard_Layton_Butler,party,,
Derek_Richardson_(actor),spouse,Franka_Potente,2012-01-01T00:00:00Z
Albert_Galiton_Watkins,party,,
Jan_Krzysztof_Bielecki,party,,
Ya'akov_Zerubavel,party,,
Mark_Alexander_Boyd,country,,
William_Yates_(politician),party,,
John_Lynch_(Australian_politician),party,,
Ken_Skupski,country,,
Nick_Lachey,spouse,Vanessa_Lachey,2011-01-01T00:00:00Z
Joby_Baker,spouse,Dory_Previn,1984-01-01T00:00:00Z
Juan_Hormaechea,party,,
Woodrow_Wilson,spouse,,
John_Earle_(Australian_politician),party,,
Marin_Raykov,party,,
Trezza_Azzopardi,country,,
Bakin_Pertin,party,,
Joseph_Jackson_(Australian_politician),party,,
David_Shire,spouse,Didi_Conn,1982-01-01T00:00:00Z
Hugh_Guthrie,party,,
Edmund_James_Flynn,party,,
John_Colquhoun_(sportsman),country,,
Alexander_Melnikov_(politician),party,,
Lakshman_Kadirgamar,party,,
Patrick_Brazeau,party,,
David_Storrer,party,,
Winston_McKenzie,party,,
Robert_M._La_Follette_Sr.,party,,
Birger_Jarl,spouse,Matilda_of_Holstein,1261-01-01T00:00:00Z
Griffith_Hartwell_Jones,country,,
Augustus,spouse,Clodia_Pulchra,-041-01-01T00:00:00Z
Otto_Wille_Kuusinen,party,,
Alexander_Danilovich_Menshikov,country,,
Piers_Merchant,party,,
Roger_Goldsworthy_(politician),party,,
Margo_(actress),spouse,Eddie_Albert,1945-12-05T00:00:00Z
Benjamin_Butler_(politician),country,,
Gordon_Moyes,party,,
Shayne_Murphy,party,,
Ferdinand_VII_of_Spain,spouse,,
Cornelius_P._Comegys,party,,
Henry_Parry_(priest),country,,
Charles_Sumner,party,,
Coos_Huijsen,party,,
Brad_Armstrong_(director),spouse,Jessica_Drake,2006-01-01T00:00:00Z
Jennifer_Jones,spouse,Norton_Simon,1971-01-01T00:00:00Z
Anurag_Kashyap,spouse,Kalki_Koechlin,2011-01-01T00:00:00Z
Tim_Peterson,party,,
Cyrus_the_Great,spouse,,
Sisir_Adhikari,party,,
Necmettin_Erbakan,party,,
Joshua_Chamberlain,country,,
Tudor_Deliu,party,,
David_Beasley,party,,
Robert_Forgan,party,,
George_Watson_(accountant),country,,
Taung_Pyinthe_(Saw_Rahan_II),spouse,,
David_Price_(Canadian_politician),party,,
Clint_Geronimo,party,,
Ed_Wardle,country,,
Nathan_Appleton,party,,
John_Bratton,country,,
Viktor_Petrenko,country,,
Wesley_So,country,,
Pierre_R._Graham,country,,
Charles_Marr,party,,
Rama_Sithanen,party,,
Ruth_Hanna_McCormick,spouse,,
Wahinepio,spouse,,
Sabas_Pretelt_de_la_Vega,country,,
Roger_de_Kirkpatrick,country,,
John_M._Fleming,party,,
Francis_Pangilinan,party,,
Victor_Drai,spouse,Loryn_Locklin,1990-01-01T00:00:00Z
James_Fenton_(Australian_politician),party,United_Australia_Party,1931-01-01T00:00:00Z
Mick_Bates_(politician),party,,
Natalia_Pavlovna_Paley,spouse,Lucien_Lelong,1927-01-01T00:00:00Z
Christopher_J._Brown,party,,
Todor_Burmov,party,,
Gloria_Swanson,spouse,William_Dufty,1976-01-01T00:00:00Z
Sun_Yat-sen,spouse,Soong_Ching-ling,1915-10-25T00:00:00Z
Lucien_Bouchard,party,,
Paruyr_Hayrikyan,party,Union_for_National_Self-Determination,1987-01-01T00:00:00Z
Steele_Hall,party,,
Arthur-Lucien_Beaubien,party,,
Ian_Lawrence_(bodybuilder),country,,
Kay_Thompson,spouse,William_Spier,1942-01-01T00:00:00Z
Victor_Rusu,party,,
John_Baird_(Canadian_politician),party,,
Take_Ionescu,party,,
Izzat_Ibrahim_al-Douri,country,,
Alfredo_Covelli,party,,
George_Nicholson_(politician),party,,
Alexander_the_Great,spouse,Stateira_II,-322-01-01T00:00:00Z
Eve_Merriam,spouse,,
Vlad_Filat,party,,
Josette_Banzet,spouse,,
Carlos_Lemos_Simmonds,country,,
Andrew_Fairlie_(chef),country,,
Gerald_B._H._Solomon,party,,
George_Briggs_(New_York_politician),party,,
Joyce_Butler,party,,
Vause_Raw,party,,
Charles_the_Bold,spouse,,
Clifford_Odets,spouse,Bette_Grayson,1943-01-01T00:00:00Z
Katarzyna_Sobieska,spouse,,
Dick_Haymes,spouse,Fran_Jeffries,1958-01-01T00:00:00Z
Ebenezer_N._Briggs,party,,
Peter_Isola,party,,
Wyatt_Earp,spouse,Josephine_Earp,1882-01-01T00:00:00Z
Meilyr_Brydydd,country,,
John_Franklin,spouse,,
Harald_Hardrada,spouse,,
Edward_Everett,party,,
Norma_Talmadge,spouse,George_Jessel_(actor),1934-01-01T00:00:00Z
Roland_Penrose,spouse,,
James_Wilson_(businessman),party,,
Michelle_Landry,party,,
Patsy_Ruth_Miller,spouse,John_Lee_Mahin,1937-01-01T00:00:00Z
Kim_Dae-jung,party,,
Betty_Grable,spouse,Harry_James,1943-01-01T00:00:00Z
Loletta_Chu,spouse,Vincent_Lo,2008-01-01T00:00:00Z
Gary_Bikman,party,,
David_McKinney_(journalist),country,,
Daniel_Alvarado,spouse,Emma_Rabbe,1998-01-01T00:00:00Z
Ann_Todd,spouse,David_Lean,1949-01-01T00:00:00Z
Tomoko_Abe,party,,
Lyman_Trumbull,party,,
Lucien_Anderson,party,,
Charles_Bishop_(Alabama_senator),party,,
Ida_Lupino,spouse,Howard_Duff,1951-01-01T00:00:00Z
Luis_Raymund_Villafuerte,party,,
Mary_Hyde,spouse,,
Maria_of_Swabia,spouse,,
Susan_Montford,country,,
Guido_Crosetto,party,,
Ross_McLarty,party,,
Robert_Stephens,spouse,Patricia_Quinn,1995-01-01T00:00:00Z
Norman_Harper,country,,
Hank_Azaria,spouse,Helen_Hunt,1999-01-01T00:00:00Z
Henry_Willis_(politician),party,,
Al_Passarell,party,,
Glenda_Farrell,spouse,Thomas_Richards_(film_editor),1921-01-01T00:00:00Z
Jacob_M._Dickinson,country,,
Syed_Sharifuddin_Pirzada,party,,
Britney_Spears,spouse,Kevin_Federline,2004-01-01T00:00:00Z
Budd_Schulberg,spouse,Geraldine_Brooks_(actress),1964-07-12T00:00:00Z
Niles_Crane,spouse,,
Aivars_Lembergs,party,,
Camilla_Baginskaite,country,,
Benjamin_Muse,country,,
Alyce_Cleese,spouse,John_Cleese,1992-12-28T00:00:00Z
Charlotte_Mailliard_Shultz,spouse,Melvin_Swig,1988-01-01T00:00:00Z
Mary_Hungerford,spouse,,
Eleanor_of_Leicester,spouse,,
Buckner_Stith_Morris,party,,
Tia_Carrere,spouse,Elie_Samaha,1992-01-01T00:00:00Z
Jim_Carr,party,,
Sheila_Gish,spouse,Denis_Lawson,2004-03-01T00:00:00Z
Elahi_Bux_Soomro,party,,
Susan_Howe,spouse,,
Molla_Mallory,country,,
Allan_Rocher,party,,
Said_Arfi,party,,
Lotte_Lenya,spouse,George_Davis_(editor),1951-01-01T00:00:00Z
Pyotr_Voykov,party,,
Salma_Khatoon_Mikrani,party,,
Terry_Kinney,spouse,Kathryn_Erbe,1993-01-01T00:00:00Z
Raza_Jaffrey,spouse,Lara_Pulver,2014-12-27T00:00:00Z
George_Robertson_(congressman),party,,
Shavkat_Mirziyoyev,party,,
Catherine_D._Kimball,party,,
James_Turner_Morehead_(Kentucky),party,,
Rafael_Rey,party,,
Cleopatra,spouse,Ptolemy_XIII_Theos_Philopator,-050-01-01T00:00:00Z
Ronnel_Rivera,party,,
Berthold_Viertel,spouse,Salka_Viertel,1918-01-01T00:00:00Z
Judy_Canova,spouse,,
Eimert_van_Middelkoop,party,,
Lee_Yong-gill,party,,
Renato_Ruggiero,party,,
Marina_Kielmann,country,,
Henry_Goulburn,party,,
Jaap_de_Hoop_Scheffer,party,Christian_Democratic_Appeal,1982-01-01T00:00:00Z
Cadwallader_C._Washburn,country,,
Idris_Jusoh,party,,
Anubrata_Mandal,party,,
William_Ruto,party,,
Karun_Hosakul,party,,
Ehud_Barak,party,,
Ferry_Hoogendijk,party,Pim_Fortuyn_List,2002-01-01T00:00:00Z
Isabella_de_la_Roche,spouse,,
John_Graham_MacDonald_Burt,country,,
Willis_James_Hulings,party,,
Elod_Macskasy,country,,
Gilbert_Rondeau,party,,
Abdullah_Hussein_Jebara,party,,
John_McEnery_(Louisiana),party,,
James_Aikman_Cochrane,country,,
Georges_Pompidou,party,,
Gerhart_Eisler,party,,
Makongoro_Nyerere,party,,
Hiten_Barman,party,,
Mohnyin_Thado,spouse,,
Brian_Faulkner,party,,
Antoine_Barnave,party,,
Olivier_Assayas,spouse,Mia_Hansen-Løve,2009-01-01T00:00:00Z
Eric_Bowden,party,,
Chai_Ling,spouse,Feng_Congde,1988-01-01T00:00:00Z
Harald_Bluetooth,spouse,,
Amanda_Carreras,country,,
Paul_Forseth,party,,
Fred_Niblo,spouse,Enid_Bennett,1918-01-01T00:00:00Z
William_Whiteway,party,,
Wojciech_Korfanty,party,,
Rajendrasinhji_Jadeja,country,,
William_Routledge,country,,
Sheila_Camerer,party,,
Krishna_Tirath,party,,
Antonio_Salandra,party,,
Diaa_al-Din_Dawoud,party,,
Kenneth_Branagh,spouse,Emma_Thompson,1989-08-20T00:00:00Z
William_Attwood,country,,
S._Kesava_Adithan,party,,
Andrey_Vlasov,country,,
Rosie_Perez,spouse,Eric_Haze,2013-01-01T00:00:00Z
Jefferson_Davis,spouse,,
Saw_Ahlwan_of_Pagan,spouse,,
Dorothy_Dalton,spouse,Arthur_Hammerstein,1924-01-01T00:00:00Z
William_Lithgow_(traveller_and_author),country,,
George_Ashmun,party,,
Barry_Trahan,party,,
Constantin_Stere,party,,
Trevor_Eyton,party,,
Andrew_Wood_of_Largo,country,,
Jesse_James_(customizer),spouse,Alexis_DeJoria,2013-01-01T00:00:00Z
Vano_Merabishvili,party,,
Elisabeth_of_Nuremberg,spouse,,
Hermann_Budzislawski,party,,
Michael_Bell_(actor),spouse,Victoria_Carroll,1984-01-01T00:00:00Z
Jos_Serrarens,party,Catholic_People's_Party,1945-12-22T00:00:00Z
Anna_Maria_Franziska_of_Saxe-Lauenburg,spouse,"Philip_William_August,_Count_Palatine_of_Neuburg",1690-10-29T00:00:00Z
Scott_McBain,country,,
Gus_Kelly_(politician),party,,
Philip_of_Castile,spouse,,
Josiah_Francis,party,,
Mickey_Rourke,spouse,Carré_Otis,1992-01-01T00:00:00Z
Bayezid_II,spouse,,
Ralph_Forbes,spouse,Heather_Angel_(actress),1934-01-01T00:00:00Z
Edward_Fox_(actor),spouse,Joanna_David,2004-07-01T00:00:00Z
