Person,Property,Type,rn,rel_rate
http://dbpedia.org/resource/Suzana_Milovanović,birthPlace,Country,85,**
http://dbpedia.org/resource/Moala_Tautuaa,birthPlace,City,85,**
http://dbpedia.org/resource/Brano_Đukanović,birthPlace,Country,85,**
http://dbpedia.org/resource/Nenad_Zivčević,birthPlace,Country,85,**
http://dbpedia.org/resource/Šarūnas_Marčiulionis,birthPlace,Country,85,**
http://dbpedia.org/resource/Ovidijus_Galdikas,birthPlace,Country,85,**
http://dbpedia.org/resource/Simas_Jasaitis,birthPlace,Country,85,**
http://dbpedia.org/resource/Maria_Stepanova,birthPlace,Country,85,**
http://dbpedia.org/resource/Jimmy_Alapag,birthPlace,City,85,**
http://dbpedia.org/resource/Toni_Kukoč,birthPlace,Country,85,**
http://dbpedia.org/resource/Milenko_Tepić,birthPlace,City,85,**
"http://dbpedia.org/resource/John_Cox_(basketball,_born_1981)",birthPlace,City,85,**
http://dbpedia.org/resource/Ivan_Batur,birthPlace,Country,85,**
http://dbpedia.org/resource/Mindaugas_Kuzminskas,birthPlace,Country,85,**
http://dbpedia.org/resource/Pocholo_Villanueva,birthPlace,City,85,**
http://dbpedia.org/resource/Fedor_Likholitov,birthPlace,Country,85,**
http://dbpedia.org/resource/Duje_Krstulović,birthPlace,Country,85,**
http://dbpedia.org/resource/Valdis_Valters,birthPlace,Country,85,**
http://dbpedia.org/resource/Žan_Tabak,birthPlace,Country,85,**
http://dbpedia.org/resource/Edmar_Victoriano,birthPlace,Country,85,**
http://dbpedia.org/resource/Damjan_Rudež,birthPlace,Country,85,**
http://dbpedia.org/resource/Hayk_Gyokchyan,birthPlace,Country,85,**
http://dbpedia.org/resource/Saša_Stanković,birthPlace,Country,85,**
http://dbpedia.org/resource/Ive_Ivanov,birthPlace,Country,85,**
http://dbpedia.org/resource/Pavel_Podkolzin,birthPlace,Country,85,**
http://dbpedia.org/resource/Sandis_Buškevics,birthPlace,Country,85,**
http://dbpedia.org/resource/J.C._Intal,birthPlace,City,85,**
http://dbpedia.org/resource/Albie_Grant,birthPlace,City,85,1
http://dbpedia.org/resource/Vojdan_Stojanovski,birthPlace,Country,85,**
http://dbpedia.org/resource/Anatoly_Kashirov,birthPlace,Country,85,**
http://dbpedia.org/resource/Kiefer_Ravena,birthPlace,City,85,**
http://dbpedia.org/resource/Davor_Marcelić,birthPlace,Country,85,**
http://dbpedia.org/resource/Draško_Knežević,birthPlace,Country,85,**
http://dbpedia.org/resource/Predrag_Šuput,birthPlace,Country,85,**
http://dbpedia.org/resource/Giorgi_Tsintsadze,birthPlace,Country,85,**
http://dbpedia.org/resource/Uroš_Duvnjak,birthPlace,Country,85,**
http://dbpedia.org/resource/Srdjan_Živković,birthPlace,Country,85,**
http://dbpedia.org/resource/Uvis_Helmanis,birthPlace,Country,85,**
http://dbpedia.org/resource/Mindaugas_Lukauskis,birthPlace,Country,85,**
http://dbpedia.org/resource/Virginijus_Šeškus,birthPlace,Country,85,**
http://dbpedia.org/resource/Valery_Likhodey,birthPlace,Country,85,**
http://dbpedia.org/resource/Mirko_Proroković,birthPlace,Country,85,**
http://dbpedia.org/resource/Dmytro_Zabirchenko,birthPlace,Country,85,**
http://dbpedia.org/resource/Dragan_Lukovski,birthPlace,Country,85,**
http://dbpedia.org/resource/Mirko_Mulalić,birthPlace,Country,85,**
http://dbpedia.org/resource/Eurelijus_Žukauskas,birthPlace,Country,85,**
http://dbpedia.org/resource/Mladen_Erjavec,birthPlace,Country,85,**
http://dbpedia.org/resource/Giorgi_Shermadini,birthPlace,Country,85,**
http://dbpedia.org/resource/Sašo_Ožbolt,birthPlace,Country,85,**
http://dbpedia.org/resource/Rima_Valentienė,birthPlace,Country,85,**
http://dbpedia.org/resource/Artūrs_Visockis-Rubenis,birthPlace,Country,85,**
http://dbpedia.org/resource/Alexander_Belov,birthPlace,Country,85,**
http://dbpedia.org/resource/Damir_Šolman,birthPlace,Country,85,**
http://dbpedia.org/resource/Aleksandar_Andrejević_(basketball),birthPlace,Country,85,**
http://dbpedia.org/resource/Kęstutis_Kemzūra,birthPlace,Country,85,**
http://dbpedia.org/resource/Slaven_Rimac,birthPlace,Country,85,**
http://dbpedia.org/resource/Arvydas_Sabonis,birthPlace,Country,85,**
http://dbpedia.org/resource/Viacheslav_Kravtsov,birthPlace,Country,85,**
http://dbpedia.org/resource/Marko_Car_(basketball),birthPlace,Country,85,**
http://dbpedia.org/resource/Marvin_Cruz,birthPlace,City,85,**
http://dbpedia.org/resource/Mindaugas_Žukauskas,birthPlace,Country,85,**
http://dbpedia.org/resource/Aleksandar_Kalanj,birthPlace,Country,85,**
http://dbpedia.org/resource/Žydrūnas_Urbonas,birthPlace,Country,85,**
http://dbpedia.org/resource/Aramis_Naglić,birthPlace,Country,85,**
http://dbpedia.org/resource/Milan_Janjušević,birthPlace,Country,85,**
http://dbpedia.org/resource/Dino_Rađa,birthPlace,Country,85,**
http://dbpedia.org/resource/Sergei_Karaulov,birthPlace,Country,85,**
http://dbpedia.org/resource/Gintaras_Krapikas,birthPlace,Country,85,**
http://dbpedia.org/resource/Željko_Poljak,birthPlace,Country,85,**
http://dbpedia.org/resource/Corey_Stokes,birthPlace,City,85,**
http://dbpedia.org/resource/Nenad_Čanak_(basketball),birthPlace,Country,85,**
http://dbpedia.org/resource/Šarūnas_Jasikevičius,birthPlace,Country,85,**
http://dbpedia.org/resource/Žygimantas_Janavičius,birthPlace,Country,85,**
http://dbpedia.org/resource/Zaza_Pachulia,birthPlace,Country,85,**
http://dbpedia.org/resource/Hrvoje_Perić,birthPlace,Country,85,**
http://dbpedia.org/resource/Toni_Prostran,birthPlace,Country,85,**
http://dbpedia.org/resource/Stefan_Popovski-Turanjanin,birthPlace,City,85,**
http://dbpedia.org/resource/Stefan_Popovski-Turanjanin,birthPlace,Country,85,**
http://dbpedia.org/resource/Gediminas_Petrauskas,birthPlace,Country,85,**
http://dbpedia.org/resource/Diego_Osella,birthPlace,City,85,**
http://dbpedia.org/resource/Petar_Skansi,birthPlace,Country,85,**
http://dbpedia.org/resource/Ryan_Araña,birthPlace,City,85,**
http://dbpedia.org/resource/Vladimir_Zujović,birthPlace,Country,85,**
http://dbpedia.org/resource/Krešimir_Lončar,birthPlace,Country,85,**
http://dbpedia.org/resource/Chanel_Mokango,birthPlace,Country,85,**
http://dbpedia.org/resource/Marino_Baždarić,birthPlace,Country,85,**
http://dbpedia.org/resource/Gundars_Vētra,birthPlace,Country,85,**
http://dbpedia.org/resource/Davor_Kus,birthPlace,Country,85,**
http://dbpedia.org/resource/Siniša_Štemberger,birthPlace,Country,85,**
http://dbpedia.org/resource/Peja_Stojaković,birthPlace,Country,85,**
http://dbpedia.org/resource/Andrius_Jurkūnas,birthPlace,Country,85,**
http://dbpedia.org/resource/Evaldas_Jocys,birthPlace,Country,85,**
http://dbpedia.org/resource/Ana-Marija_Begić,birthPlace,Country,85,**
http://dbpedia.org/resource/Paolo_Mendoza,birthPlace,City,85,**
http://dbpedia.org/resource/Duško_Savanović,birthPlace,Country,85,**
http://dbpedia.org/resource/Sergei_Monia,birthPlace,Country,85,**
http://dbpedia.org/resource/Lukas_Brazdauskis,birthPlace,Country,85,**
http://dbpedia.org/resource/Ante_Mašić,birthPlace,Country,85,**
http://dbpedia.org/resource/Robertas_Javtokas,birthPlace,Country,85,**
http://dbpedia.org/resource/Marko_Tomas,birthPlace,Country,85,**
http://dbpedia.org/resource/Kārlis_Muižnieks,birthPlace,Country,85,**
http://dbpedia.org/resource/Alexey_Zhukanenko,birthPlace,Country,85,**
http://dbpedia.org/resource/Zoran_Erceg,birthPlace,Country,85,**
http://dbpedia.org/resource/Davor_Lamesic,birthPlace,Country,85,**
http://dbpedia.org/resource/Arijan_Komazec,birthPlace,Country,85,**
http://dbpedia.org/resource/Ervic_Vijandre,birthPlace,City,85,**
http://dbpedia.org/resource/Oliver_Stević,birthPlace,Country,85,**
http://dbpedia.org/resource/Mindaugas_Girdžiūnas,birthPlace,Country,85,**
http://dbpedia.org/resource/Vladimir_Veličković_(basketball),birthPlace,Country,85,**
http://dbpedia.org/resource/Đorđe_Milosavljević,birthPlace,Country,85,**
http://dbpedia.org/resource/Valeri_Tikhonenko,birthPlace,Country,85,**
http://dbpedia.org/resource/Benas_Veikalas,birthPlace,Country,85,**
http://dbpedia.org/resource/Vladimir_Filipovic,birthPlace,Country,85,**
http://dbpedia.org/resource/Jurica_Golemac,birthPlace,Country,85,**
http://dbpedia.org/resource/Ivan_Zoroski,birthPlace,Country,85,**
http://dbpedia.org/resource/Michailas_Anisimovas,birthPlace,Country,85,**
http://dbpedia.org/resource/Marko_Djurković,birthPlace,Country,85,**
http://dbpedia.org/resource/Jure_Lalić,birthPlace,Country,85,**
http://dbpedia.org/resource/Damjan_Stojanovski,birthPlace,Country,85,**
http://dbpedia.org/resource/Mate_Skelin,birthPlace,Country,85,**
http://dbpedia.org/resource/Aleksandar_Radukić,birthPlace,Country,85,**
http://dbpedia.org/resource/Milan_Dozet,birthPlace,Country,85,**
http://dbpedia.org/resource/Svetlana_Abrosimova,birthPlace,Country,85,**
http://dbpedia.org/resource/Jodie_Meeks,birthPlace,City,85,**
http://dbpedia.org/resource/Virginijus_Praškevičius,birthPlace,Country,85,**
http://dbpedia.org/resource/Petr_Samoylenko,birthPlace,Country,85,**
http://dbpedia.org/resource/Pero_Antić,birthPlace,Country,85,**
http://dbpedia.org/resource/Nenad_Šulović,birthPlace,Country,85,**
http://dbpedia.org/resource/Mario_Delaš,birthPlace,Country,85,**
http://dbpedia.org/resource/Milan_Mačvan,birthPlace,Country,85,**
http://dbpedia.org/resource/Aleksei_Zozulin,birthPlace,Country,85,**
http://dbpedia.org/resource/Jakov_Vladović,birthPlace,Country,85,**
http://dbpedia.org/resource/Simas_Galdikas,birthPlace,Country,85,**
http://dbpedia.org/resource/Manute_Bol,birthPlace,Country,85,**
http://dbpedia.org/resource/Francis_Adriano,birthPlace,City,85,**
http://dbpedia.org/resource/Rasim_Başak,birthPlace,Country,85,**
http://dbpedia.org/resource/Antanas_Kavaliauskas,birthPlace,Country,85,**
http://dbpedia.org/resource/Vitaly_Potapenko,birthPlace,Country,85,**
http://dbpedia.org/resource/Dejan_Borovnjak,birthPlace,Country,85,**
http://dbpedia.org/resource/Gordan_Giriček,birthPlace,Country,85,**
http://dbpedia.org/resource/Blaž_Mahkovic,birthPlace,Country,85,**
http://dbpedia.org/resource/Andrei_Kirilenko,birthPlace,Country,85,**
http://dbpedia.org/resource/Nenad_Mijatović,birthPlace,Country,85,**
http://dbpedia.org/resource/Maverick_Ahanmisi,birthPlace,City,85,**
"http://dbpedia.org/resource/Dan_Anderson_(basketball,_born_1943)",birthPlace,City,85,**
http://dbpedia.org/resource/Donatas_Slanina,birthPlace,Country,85,**
http://dbpedia.org/resource/Deng_Gai,birthPlace,Country,85,**
http://dbpedia.org/resource/Oleksiy_Pecherov,birthPlace,Country,85,**
http://dbpedia.org/resource/Roko_Ukić,birthPlace,Country,85,**
http://dbpedia.org/resource/Meighan_Simmons,birthPlace,City,85,**
http://dbpedia.org/resource/Yekaterina_Lisina,birthPlace,Country,85,**
http://dbpedia.org/resource/Jane_Petrovski,birthPlace,Country,85,**
http://dbpedia.org/resource/Augenijus_Vaškys,birthPlace,Country,85,**
http://dbpedia.org/resource/Rome_dela_Rosa,birthPlace,City,85,**
http://dbpedia.org/resource/Rytis_Vaišvila,birthPlace,Country,85,**
http://dbpedia.org/resource/Jonas_Mačiulis,birthPlace,Country,85,**
http://dbpedia.org/resource/Marin_Dokuzovski,birthPlace,Country,85,**
http://dbpedia.org/resource/Goran_Vrbanc,birthPlace,Country,85,**
http://dbpedia.org/resource/Filip_Šepa,birthPlace,Country,85,**
http://dbpedia.org/resource/Ainars_Bagatskis,birthPlace,Country,85,**
http://dbpedia.org/resource/Aleksandar_Petrović_(basketball),birthPlace,Country,85,**
http://dbpedia.org/resource/Aleksey_Savrasenko,birthPlace,Country,85,**
http://dbpedia.org/resource/Andrius_Šležas,birthPlace,Country,85,**
http://dbpedia.org/resource/Bojan_Tadić_(basketball),birthPlace,Country,85,**
http://dbpedia.org/resource/Nikoloz_Tskitishvili,birthPlace,Country,85,**
http://dbpedia.org/resource/Paul_Artadi,birthPlace,City,85,**
http://dbpedia.org/resource/Emmanuel_Mudiay,birthPlace,Country,85,**
http://dbpedia.org/resource/Paulius_Jankūnas,birthPlace,Country,85,**
http://dbpedia.org/resource/Yaroslav_Korolev,birthPlace,Country,85,**
http://dbpedia.org/resource/Yelena_Leuchanka,birthPlace,Country,85,**
http://dbpedia.org/resource/Toni_Dijan,birthPlace,Country,85,**
http://dbpedia.org/resource/Pankracije_Barać,birthPlace,Country,85,**
