Column1,Column2
http://dbpedia.org/resource/Tumby_Woodside_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Vikhroli_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Vikhroli_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Naigaon_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Naigaon_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Macarthur_Wind_Farm,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Demarest_(Erie_Railroad_station),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Demarest_(Erie_Railroad_station),http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/South_Side_main_line_(CTA),http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Khadavli_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Khadavli_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Koma_Kulshan_Project,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Leicester_Central_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Yamaguchi_Line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Little_Bytham_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Birmingham_to_Worcester_via_Kidderminster_Line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Sportsman's_Park,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Gare_de_Luchon,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Gare_de_Luchon,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Hakubi_Line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/PÃ¡irc_na_hÃ‰ireann,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Moda_Center,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Westerham_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Sultan_Iskandar_Building,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/CBD_Belapur_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/CBD_Belapur_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Barauni-Samastipur_section,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Aluva_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Aluva_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/SanyÅ_Shinkansen,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Line_S5_(Milan_suburban_railway_service),http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Athipattu_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Athipattu_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/La_Sagrera-Meridiana_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/La_Sagrera-Meridiana_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/East_Coastway_Line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Breckland_Line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Puchong_Perdana_LRT_Station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Puchong_Perdana_LRT_Station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Tivetshall_railway_station,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Tivetshall_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Doncaster_to_Lincoln_Line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Uetsu_Main_Line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Churchgate_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Churchgate_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Salesforce_Tower,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Elphinstone_Road_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Elphinstone_Road_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Crewe_to_Derby_Line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Howrahâ€“Gayaâ€“Delhi_line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Avondale_Railway_Station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Avondale_Railway_Station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Bridport_West_Bay_railway_station,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Bridport_West_Bay_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Vijayawadaâ€“Chennai_section,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Meadowbank_Railway_Station_(New_Zealand),http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Meadowbank_Railway_Station_(New_Zealand),http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Columbia_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Columbia_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Vadala_Road_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Vadala_Road_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Hoboken_Terminal,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Hoboken_Terminal,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Walthamstow_Central_station,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Walthamstow_Central_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Shepton_Mallet_(Charlton_Road)_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Gare_de_Versailles-Rive-Droite,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Gare_de_Versailles-Rive-Droite,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/V._Mapa_LRT_Station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/V._Mapa_LRT_Station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Rigaâ€“Daugavpils_Railway,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/Singaperumal_Koil_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Singaperumal_Koil_railway_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Sharnal_Street_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Midsomer_Norton_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Sapperton_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Sapperton_station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Gare_de_SÃ¨vres_â€“_Ville-d'Avray,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Gare_de_SÃ¨vres_â€“_Ville-d'Avray,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/ArcelorMittal_Orbit,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Gare_de_Saint-Martin-du-Vivier,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Gare_de_Saint-Martin-du-Vivier,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Chennai_Centralâ€“Bangalore_City_line,http://dbpedia.org/ontology/operatedBy
http://dbpedia.org/resource/The_Sail_@_Marina_Bay,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Grain_Crossing_Halt_railway_station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Divisoria_LRT_Station,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Divisoria_LRT_Station,http://dbpedia.org/ontology/owningOrganisation
http://dbpedia.org/resource/Plant_Daniel,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Siam_Paragon,http://dbpedia.org/ontology/owner
http://dbpedia.org/resource/Madgaon_railway_station,http://dbpedia.org/ontology/owner
