uri
http://dbpedia.org/resource/Felipe_Osterling
http://dbpedia.org/resource/Juan_Francisco_Luis
http://dbpedia.org/resource/Lawton_Chiles
http://dbpedia.org/resource/Charles_Rangel
http://dbpedia.org/resource/Phil_Hardberger
http://dbpedia.org/resource/Terry_McCombs
http://dbpedia.org/resource/Winfield_S._Featherston
http://dbpedia.org/resource/Addison_S._McClure
http://dbpedia.org/resource/Bob_Neill
http://dbpedia.org/resource/Zhang_Guohua
http://dbpedia.org/resource/Charles_H._Leavy
http://dbpedia.org/resource/Joseph_Lane
"http://dbpedia.org/resource/Frederick_Marquis,_1st_Earl_of_Woolton"
http://dbpedia.org/resource/David_Steel
http://dbpedia.org/resource/Murtala_Nyako
http://dbpedia.org/resource/Francisco_Javier_Zaldúa
http://dbpedia.org/resource/Jacob_van_Zuylen_van_Nijevelt
http://dbpedia.org/resource/John_Edward_Brownlee
http://dbpedia.org/resource/S._W._T._Lanham
http://dbpedia.org/resource/Jonathan_T._Updegraff
http://dbpedia.org/resource/Joseph_B._Ely
http://dbpedia.org/resource/Andrew_Pickens_(congressman)
http://dbpedia.org/resource/William_Elbridge_Sewell
http://dbpedia.org/resource/Henry_Bertram_Price
http://dbpedia.org/resource/Sam_Foster_(politician)
http://dbpedia.org/resource/Ilie_Verdeț
http://dbpedia.org/resource/Ibrahim_Abboud
http://dbpedia.org/resource/Nand_Kumar_Patel
http://dbpedia.org/resource/Henry_Smith_Lane
http://dbpedia.org/resource/Al_Ullman
http://dbpedia.org/resource/Alfred_C._Smith
http://dbpedia.org/resource/Göran_Hägglund
http://dbpedia.org/resource/Charles_Button
http://dbpedia.org/resource/Paul_von_Hindenburg
http://dbpedia.org/resource/G._William_Miller
http://dbpedia.org/resource/James_Hartley_(Canadian_politician)
http://dbpedia.org/resource/Scott_Leavitt
http://dbpedia.org/resource/Joe_Clark_(Australian_politician)
http://dbpedia.org/resource/Chesley_William_Carter
http://dbpedia.org/resource/Charles_Croswell
http://dbpedia.org/resource/Zhang_Wannian
http://dbpedia.org/resource/Julio_César_Turbay_Ayala
http://dbpedia.org/resource/John_Pettitt
http://dbpedia.org/resource/William_Hall-Jones
http://dbpedia.org/resource/Andrew_Hastie_(politician)
http://dbpedia.org/resource/Feng_Guozhang
http://dbpedia.org/resource/Harry_L._Maynard
http://dbpedia.org/resource/Arlene_B._Arcillas
http://dbpedia.org/resource/İsmet_Sezgin
http://dbpedia.org/resource/Mehdi_Frashëri
http://dbpedia.org/resource/Mariano_Jesús_Cuenco
http://dbpedia.org/resource/Ștefan_Ciobanu
http://dbpedia.org/resource/William_Pinhorne
http://dbpedia.org/resource/Francis_B._Brewer
http://dbpedia.org/resource/Isaac_Reed_(politician)
http://dbpedia.org/resource/Charles_L._Robinson
http://dbpedia.org/resource/Samuel_Moreno_Rojas
http://dbpedia.org/resource/Charles_W._Brooks
http://dbpedia.org/resource/Volodymyr_Vynnychenko
http://dbpedia.org/resource/Francisco_Gomez_(governor)
http://dbpedia.org/resource/Anatoliy_Kinakh
http://dbpedia.org/resource/Albert_G._Jenkins
http://dbpedia.org/resource/Lewis_B._Schwellenbach
"http://dbpedia.org/resource/Thomas_Pelham-Holles,_1st_Duke_of_Newcastle"
http://dbpedia.org/resource/John_Davis_Lodge
http://dbpedia.org/resource/Samuel_Shaw_(politician)
http://dbpedia.org/resource/John_Franklin_Miller_(senator)
http://dbpedia.org/resource/Chuck_Robb
http://dbpedia.org/resource/Emílio_Garrastazu_Médici
http://dbpedia.org/resource/Larry_Silva
http://dbpedia.org/resource/Lee_Cruce
http://dbpedia.org/resource/William_Shepard
http://dbpedia.org/resource/Merritt_C._Mechem
http://dbpedia.org/resource/David_James_Wylie
http://dbpedia.org/resource/Arthur_Smith_(U.S._Representative)
http://dbpedia.org/resource/Paul_Gondjout
http://dbpedia.org/resource/Thilanga_Sumathipala
http://dbpedia.org/resource/George_Voinovich
http://dbpedia.org/resource/Saukam_Khoy
http://dbpedia.org/resource/Edmund_Stoiber
http://dbpedia.org/resource/Fazlollah_Zahedi
http://dbpedia.org/resource/Bernd_Riexinger__Germany-politician-stub__1
http://dbpedia.org/resource/John_A._King
http://dbpedia.org/resource/Tawi_Sli
http://dbpedia.org/resource/Debbie_Abrahams
http://dbpedia.org/resource/John_Branch
http://dbpedia.org/resource/Pedro_Nel_Ospina_Vázquez
